pert_iname_compound	ABL1	ADA	ADH1C	ADORA2A	ADRA2B	AGER	AKR1B1	AKR1C1	AKT1	ALDH2	ALK	ANXA1	ASIC1	ATM	ATP5F1D	AURKB	AVPR1A	BAX	BRAF	BRD4	BTK	CA14	CA5A	CACNA2D3	CACNB4	CACNG1	CASP3	CATSPER4	CCND1	CCR1	CDC25A	CDK2	CDK4	CDK7	CDK9	CHEK2	CHRM2	CHRM3	CLK1	COMT	CSF1R	CSK	CTSG	CYP1A2	CYP2A6	CYP3A4	DCK	DDR2	DHH	DNMT3A	DYRK1B	EDNRB	ELANE	ERBB2	EZH2	F10	FFAR2	FFAR4	FGF1	FLT3	FOXM1	FPR1	GAA	GABRB2	GHSR	GJB4	GLRA3	GPR119	GPR55	GRIN2A	GUCY1B1	HBB	HCK	HDAC3	HDAC6	HIF1A	HPGDS	HRH4	HSD11B1	HSP90AA1	HSP90AB1	HTR2C	HTR3A	ICAM1	IGF1R	IL1B	IMPDH1	ITGB2	JAK1	KCNH7	KCNJ1	KCNK1	KCNMA1	KCNN1	KCNN4	KCNQ2	KCTD16	KDR	KRAS	LCK	LPAR1	LYN	MAPK14	MAPK8	MET	MME	MMP2	NAMPT	NTRK1	OPRL1	OPRM1	P2RY12	P3H1	PAK1	PAK4	PARP3	PDE3A	PDE4D	PDE7A	PDPK1	PIK3CG	PLA2G1B	PLD1	PLK1	PNLIP	PORCN	PPARD	PPAT	PRKCB	PRKCE	PTGIR	PTGIS	PTK2B	PTPN2	RET	RGS4	RNASE1	RPL23A	RPL3	S100B	S1PR1	S1PR2	S1PR4	SCNN1G	SIRT2	SLC29A1	SLC7A11	SLCO2B1	SSTR2	TBXAS1	TGFBR1	TGM2	TNF	TNNC1	TUBB	TUBB3	TUBB4B	UGT1A9	USP1	VEGFA
N-alpha-Methylhistamine-dihydrochloride	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	2	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1
N6-cyclopentyladenosine	1	0	1	3	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	3	0	0	0	0	1	0	1	0	1	1	1	1	1	1
NBQX	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	2	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1
NNC-55-0396	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	2	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1
NQDI-1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1
NS-11021	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	2	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0
NS-309	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	3	2	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0
NSC-625987	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	3	3	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0
NSC-632839	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	3	1
NSC-663284	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	2	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0
NSC-95397	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	2	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1
NVP-ADW742	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	3	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0
NVP-AEW541	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	3	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0
NVP-HSP990	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	3	3	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1
NVS-PAK1-1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	2	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0
OMDM-2	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	3	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1
PD-98059	0	0	0	0	1	1	1	0	3	1	0	0	0	0	0	0	1	0	3	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	3	1	0	3	3	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1
PETCM	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	3	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0
PF-03758309	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1
PF-04217903	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	3	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1
PF-05190457	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	2	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1
PF-06463922	1	1	1	0	1	0	1	0	1	0	2	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1
PF-431396	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	2	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1
PF-915275	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	3	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0
PFI-1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	2	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0
PHA-793887	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	2	2	3	3	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1
PP-1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	3	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	2	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1
PP-121	2	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	3	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	2	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	3	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0
PP-2	2	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	2	1	3	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0
RGB-286638	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	3	3	3	2	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	2	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0
RGFP966	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	3	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0
RKI-1447	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	3	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0
RX-821002	1	1	0	0	3	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0
Ro-1138452	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1
Ro-20-1724	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	3	3	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1
SB-202190	1	1	1	1	1	0	1	1	3	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	3	1	1	3	3	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0
SB-203580	0	1	1	1	0	1	1	0	3	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	2	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	2	1	0	3	3	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	3	0	1	1	1	0	0	0
SB-505124	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	2	0	0	1	1	1	1	1	1	1
SGX523	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	3	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0
